"1/9/2017 16:33:01","""Test User"" <105>","105","*60","from-internal","SIP/105-00000001",,"Wait","1","27","27","ANSWERED","3",,"1504279981.1",,,,"105","Test User",,,,"0",
"1/9/2017 16:34:03","""Test User"" <105>","105","i","sub-hr24format","SIP/105-00000002",,"Playback","at-tone-time-exactly","37","37","ANSWERED","3",,"1504280043.2",,,,"105","Test User",,,,"0",
"1/9/2017 16:35:06","""Test User"" <105>","105","*60","from-internal","SIP/105-00000003",,"Hangup",,"83","83","ANSWERED","3",,"1504280106.3",,,,"105","Test User",,,,"0",
"1/9/2017 16:53:50","""User"" <105>","105","*60","from-internal","SIP/105-00000004",,"Wait","1","28","28","ANSWERED","3",,"1504281230.4",,,,"105","User",,,,"0",
"1/9/2017 17:05:03","""User"" <105>","105","*65","from-internal","SIP/105-00000005",,"Hangup",,"8","8","ANSWERED","3",,"1504281903.5",,,,"105","User",,,,"0",
"1/9/2017 17:06:22","""User"" <105>","105","*60","from-internal","SIP/105-00000006",,"Wait","5","17","17","ANSWERED","3",,"1504281982.6",,,,"105","User",,,,"0",
"1/9/2017 17:07:35","""User"" <105>","105","*60","from-internal","SIP/105-00000007",,"Wait","5","33","33","ANSWERED","3",,"1504282055.7",,,,"105","User",,,,"0",
"1/9/2017 17:10:08","""User"" <105>","105","*60","from-internal","SIP/105-00000008",,"Wait","5","14","14","ANSWERED","3",,"1504282208.8",,,,"105","User",,,,"0",
"1/9/2017 17:10:39","""User"" <105>","105","*65","from-internal","SIP/105-00000009",,"Hangup",,"7","7","ANSWERED","3",,"1504282239.9",,,,"105","User",,,,"0",
"1/9/2017 17:12:05","""User"" <105>","105","924109099","from-internal","SIP/105-0000000a",,"Congestion","20","0","0","FAILED","3",,"1504282325.10",,,,"105","User",,,,"0",
"1/9/2017 17:12:14","""User"" <105>","105","00351924109099","from-internal","SIP/105-0000000b",,"Congestion","20","0","0","FAILED","3",,"1504282334.11",,,,"105","User",,,,"0",
"1/9/2017 17:19:59","""User"" <105>","105","500","from-internal","SIP/105-0000000c",,"Goto","teste,1000,1","0","0","NO ANSWER","3",,"1504282799.12",,,,"105","User",,,,"0",
"1/9/2017 17:21:12","""User"" <105>","105","500","from-internal","SIP/105-0000000d",,"Goto","teste,1000,1","0","0","NO ANSWER","3",,"1504282872.13",,,,"105","User",,,,"0",
"1/9/2017 17:22:36","""User"" <105>","105","500","from-internal","SIP/105-0000000e",,"SayDigits","123455677","5","5","ANSWERED","3",,"1504282956.14",,,,"105","User",,,,"0",
"1/9/2017 17:25:28","""User"" <105>","105","7000","from-internal","SIP/105-0000000f",,"Queue","7000,t,,,,,,,,","41","41","ANSWERED","3",,"1504283128.15",,,,"105","User",,,,"0",
"1/9/2017 21:15:50","""User"" <105>","105","*72","from-internal","SIP/105-00000010",,"Read","toext,ent-target-attendant&then-press-pound,,,,","9","9","ANSWERED","3",,"1504296950.16",,,,"105","User",,,,"0",
"1/9/2017 21:21:12","""User"" <105>","105","*30","from-internal","SIP/105-00000011",,"Read","blacknr,then-press-pound,,,,","11","11","ANSWERED","3",,"1504297272.17",,,,,,,,,"0",
"1/9/2017 21:21:30","""User"" <105>","105","s","app-blacklist-last","SIP/105-00000012",,"Hangup",,"6","6","ANSWERED","3",,"1504297290.18",,,,,,,,,"0",
"1/9/2017 21:21:41","""User"" <105>","105","*31","from-internal","SIP/105-00000013",,"Read","blacknr,then-press-pound,,,,","11","11","ANSWERED","3",,"1504297301.19",,,,,,,,,"0",
"1/9/2017 21:22:08","""User"" <105>","105","*72","from-internal","SIP/105-00000014",,"Read","toext,ent-target-attendant&then-press-pound,,,,","11","11","ANSWERED","3",,"1504297328.20",,,,"105","User",,,,"0",
"1/9/2017 21:22:24","""User"" <105>","105","*73","from-internal","SIP/105-00000015",,"Hangup",,"5","5","ANSWERED","3",,"1504297344.21",,,,"105","User",,,,"0",
"1/9/2017 21:22:34","""User"" <105>","105","*720","from-internal","SIP/105-00000016",,"Hangup",,"9","9","ANSWERED","3",,"1504297354.22",,,,"105","User",,,,"0",
"1/9/2017 21:22:47","""User"" <105>","105","*74","from-internal","SIP/105-00000017",,"Read","fromext,please-enter-your&extension&then-press-pound,,,,","6","6","ANSWERED","3",,"1504297367.23",,,,"105","User",,,,"0",
"1/9/2017 21:22:57","""User"" <105>","105","*90","from-internal","SIP/105-00000018",,"Read","toext,ent-target-attendant&then-press-pound,,,,","7","7","ANSWERED","3",,"1504297377.24",,,,"105","User",,,,"0",
"1/9/2017 21:27:12","""User"" <105>","105","555","from-internal","SIP/105-00000019",,"ChanSpy",,"14","14","ANSWERED","3",,"1504297632.25",,,,"105","User",,,,"0",
"1/9/2017 21:27:34","""User"" <105>","105","s","from-pstn","SIP/105-0000001a",,"Hangup",,"10","10","ANSWERED","3",,"1504297654.26",,,,"105","User",,,,"0",
"1/9/2017 21:28:14","""User"" <105>","105","pbdirectory","from-internal","SIP/105-0000001c",,"AGI","GET","8","8","ANSWERED","3",,"1504297694.28",,,,"105","User",,,,"0",
"1/9/2017 23:28:00","""User"" <105>","105","7000","from-internal","SIP/105-0000001d",,"Queue","7000,t,,,,,,,,","13","13","ANSWERED","3",,"1504304880.29",,,,"105","User",,,,"0",
"1/9/2017 23:28:17","""User"" <105>","105","500","from-internal","SIP/105-0000001e",,"SayDigits","123455677","5","5","ANSWERED","3",,"1504304897.30",,,,"105","User",,,,"0",
"1/9/2017 23:29:17","""User"" <105>","105","7000","from-internal","SIP/105-0000001f",,"Queue","7000,t,,,,,,,,","9","9","ANSWERED","3",,"1504304957.31",,,,"105","User",,,,"0",
"1/9/2017 23:35:10","""User"" <105>","105","7000","from-internal","SIP/105-00000020",,"Queue","7000,t,,,,,,,,","6","6","ANSWERED","3",,"1504305310.32",,,,"105","User",,,,"0",
"3/9/2017 11:22:30","""User"" <105>","105","i","sub-hr24format","SIP/105-00000021",,"SayUnixTime","1504434162,,kM 'and' S 'seconds'","4","4","ANSWERED","3",,"1504434150.33",,,,"105","User",,,,"0",
"3/9/2017 11:27:11","""User"" <105>","105","0","from-internal","Local/0@from-internal-00000000;2",,,,"0","0","NO ANSWER","3",,"1504434431.36",,,,,,,,,"0",
"3/9/2017 11:27:11","""User"" <105>","105","105","from-internal","SIP/105-00000022","Local/0@from-internal-00000000;1","VoiceMail","105@default,u","9","9","ANSWERED","3",,"1504434431.34",,,,"105","User",,,,"0",
"3/9/2017 11:41:15","""User"" <105>","105","107","from-internal","SIP/105-00000023",,"Congestion","20","0","0","FAILED","3",,"1504435275.37",,,,"105","User",,,,"0",
"3/9/2017 11:41:22","""User"" <105>","105","106","from-internal","SIP/105-00000024",,"Congestion","20","0","0","FAILED","3",,"1504435282.38",,,,"105","User",,,,"0",
"3/9/2017 11:41:32","""User"" <105>","105","0","from-internal","Local/0@from-internal-00000001;2",,,,"0","0","NO ANSWER","3",,"1504435292.41",,,,,,,,,"0",
"3/9/2017 11:41:32","""User"" <105>","105","105","from-internal","SIP/105-00000025","Local/0@from-internal-00000001;1","VoiceMail","105@default,u","3","3","ANSWERED","3",,"1504435292.39",,,,"105","User",,,,"0",
"3/9/2017 12:11:16","""User"" <105>","105","0","from-internal","Local/0@from-internal-00000002;2",,,,"0","0","NO ANSWER","3",,"1504437076.44",,,,,,,,,"0",
"3/9/2017 12:11:16","""User"" <105>","105","105","from-internal","SIP/105-00000026","Local/0@from-internal-00000002;1","VoiceMail","105@default,u","5","5","ANSWERED","3",,"1504437076.42",,,,"105","User",,,,"0",
"3/9/2017 12:11:24","""User"" <105>","105","107","from-internal","SIP/105-00000027",,"Congestion","10","0","0","FAILED","3",,"1504437084.45",,,,"105","User",,,,"0",
"4/9/2017 11:59:23","""User 1"" <105>","105","0","from-internal","Local/0@from-internal-00000003;2",,,,"0","0","NO ANSWER","3",,"1504522763.49",,,,,,,,,"0",
"4/9/2017 11:59:23","""User 1"" <105>","105","105","from-internal","SIP/105-00000029","Local/0@from-internal-00000003;1","VoiceMail","105@default,u","7","7","ANSWERED","3",,"1504522763.47",,,,"105","User 1",,,,"0",
"4/9/2017 11:59:33","""User 1"" <105>","105","106","from-internal","SIP/105-0000002a",,"Congestion","10","0","0","FAILED","3",,"1504522773.50",,,,"105","User 1",,,,"0",
"4/9/2017 11:59:39","""User 1"" <105>","105","107","from-internal","SIP/105-0000002b",,"Congestion","10","0","0","FAILED","3",,"1504522779.51",,,,"105","User 1",,,,"0",
"4/9/2017 12:03:41","""User 1"" <105>","105","106","from-internal","SIP/105-0000002c",,"Congestion","10","0","0","FAILED","3",,"1504523021.52",,,,"105","User 1",,,,"0",
